"Name","Start","End","Duration","Process"
"Inbox - JOHN.A.THOMPSON@UCDENVER.EDU - Outlook","7/22/2013 12:10:23 PM","7/22/2013 12:10:32 PM","0:00:09","Microsoft Outlook"
"Sent Items - My Outlook Data File(1) - Outlook","7/22/2013 12:10:32 PM","7/22/2013 12:10:47 PM","0:00:15","Microsoft Outlook"
"Sent Items - JOHN.A.THOMPSON@UCDENVER.EDU - Outlook","7/22/2013 12:10:47 PM","7/22/2013 12:10:57 PM","0:00:10","Microsoft Outlook"
"The tragedy of the reviewer commons - Hochberg - 2008 - Ecology Letters - Wiley Online Library - Google Chrome","7/22/2013 12:10:57 PM","7/22/2013 12:11:16 PM","0:00:19","Google Chrome"
"MATLAB R2013a","7/22/2013 12:11:16 PM","7/22/2013 12:11:24 PM","0:00:08","MATLAB"
"Figure 1","7/22/2013 12:11:24 PM","7/22/2013 12:11:29 PM","0:00:05","MATLAB"
"MATLAB R2013a","7/22/2013 12:11:29 PM","7/22/2013 12:12:05 PM","0:00:36","MATLAB"
"Figure 1","7/22/2013 12:12:05 PM","7/22/2013 12:14:01 PM","0:01:56","MATLAB"
"MATLAB R2013a","7/22/2013 12:14:01 PM","7/22/2013 12:14:06 PM","0:00:05","MATLAB"
"Figure 1","7/22/2013 12:14:06 PM","7/22/2013 12:14:23 PM","0:00:17","MATLAB"
"MATLAB R2013a","7/22/2013 12:14:23 PM","7/22/2013 12:14:51 PM","0:00:28","MATLAB"
"Scientist / Berkeley, CA / $95k with Real Staffing | 622159 - Google Chrome","7/22/2013 12:14:51 PM","7/22/2013 12:15:18 PM","0:00:27","Google Chrome"
"The tragedy of the reviewer commons - Hochberg - 2008 - Ecology Letters - Wiley Online Library - Google Chrome","7/22/2013 12:15:18 PM","7/22/2013 12:18:07 PM","0:02:49","Google Chrome"
"Opinion: Reviewing Reviewers | The Scientist Magazine® - Google Chrome","7/22/2013 12:18:07 PM","7/22/2013 12:18:43 PM","0:00:36","Google Chrome"
"Figure 1","7/22/2013 12:18:43 PM","7/22/2013 12:18:48 PM","0:00:05","MATLAB"
"MATLAB R2013a","7/22/2013 12:18:48 PM","7/22/2013 12:19:06 PM","0:00:18","MATLAB"
"Opinion: Reviewing Reviewers | The Scientist Magazine® - Google Chrome","7/22/2013 12:19:06 PM","7/22/2013 12:20:20 PM","0:01:14","Google Chrome"
"Costabile - My Outlook Data File(1) - Outlook","7/22/2013 12:20:20 PM","7/22/2013 12:21:24 PM","0:01:04","Microsoft Outlook"
"Jennifer Stratford - My Outlook Data File(1) - Outlook","7/22/2013 12:21:24 PM","7/22/2013 12:21:37 PM","0:00:13","Microsoft Outlook"
"Sent Items - JOHN.A.THOMPSON@UCDENVER.EDU - Outlook","7/22/2013 12:21:37 PM","7/22/2013 12:21:45 PM","0:00:08","Microsoft Outlook"
"Jennifer Stratford - My Outlook Data File(1) - Outlook","7/22/2013 12:21:45 PM","7/22/2013 12:21:55 PM","0:00:10","Microsoft Outlook"
"MATLAB R2013a","7/22/2013 12:21:55 PM","7/22/2013 12:22:20 PM","0:00:25","MATLAB"
"Opinion: Reviewing Reviewers | The Scientist Magazine® - Google Chrome","7/22/2013 12:22:20 PM","7/22/2013 12:22:31 PM","0:00:11","Google Chrome"
"Opinion: Rethinking Scientific Evaluation | The Scientist Magazine® - Google Chrome","7/22/2013 12:22:31 PM","7/22/2013 12:22:45 PM","0:00:14","Google Chrome"
"Analyzing Your Data on the AWS Cloud (with R) | (R news & tutorials) - Google Chrome","7/22/2013 12:22:45 PM","7/22/2013 12:23:40 PM","0:00:55","Google Chrome"
"DataMind Beta - Google Chrome","7/22/2013 12:23:40 PM","7/22/2013 12:23:45 PM","0:00:05","Google Chrome"
"DataMind Beta - Google Chrome","7/22/2013 12:23:45 PM","7/22/2013 12:24:29 PM","0:00:44","Google Chrome"
"MATLAB R2013a","7/22/2013 12:24:29 PM","7/22/2013 12:24:46 PM","0:00:17","MATLAB"
"DataMind Beta - Google Chrome","7/22/2013 12:24:46 PM","7/22/2013 12:25:57 PM","0:01:11","Google Chrome"
"DataMind Beta - Google Chrome","7/22/2013 12:25:57 PM","7/22/2013 12:26:05 PM","0:00:08","Google Chrome"
"MATLAB R2013a","7/22/2013 12:26:05 PM","7/22/2013 12:26:10 PM","0:00:05","MATLAB"
"Figure 1","7/22/2013 12:26:10 PM","7/22/2013 12:26:17 PM","0:00:07","MATLAB"
"MATLAB R2013a","7/22/2013 12:26:17 PM","7/22/2013 12:26:24 PM","0:00:07","MATLAB"
"Figure 1","7/22/2013 12:26:24 PM","7/22/2013 12:32:32 PM","0:06:08","MATLAB"
"MATLAB R2013a","7/22/2013 12:32:32 PM","7/22/2013 12:33:03 PM","0:00:31","MATLAB"
"DataMind Beta - Google Chrome","7/22/2013 12:33:03 PM","7/22/2013 12:33:15 PM","0:00:12","Google Chrome"
"Microsoft Outlook","7/22/2013 12:33:15 PM","7/22/2013 12:33:21 PM","0:00:06","Microsoft Outlook"
"DataMind Beta - Google Chrome","7/22/2013 12:33:21 PM","7/22/2013 12:33:46 PM","0:00:25","Google Chrome"
"Microsoft Outlook","7/22/2013 12:33:46 PM","7/22/2013 12:33:51 PM","0:00:05","Microsoft Outlook"
"www.datamind.org/#/courses/1/1?ex=2 - Google Chrome","7/22/2013 12:33:51 PM","7/22/2013 12:33:56 PM","0:00:05","Google Chrome"
"DataMind Beta - Google Chrome","7/22/2013 12:33:56 PM","7/22/2013 12:35:07 PM","0:01:11","Google Chrome"
"DataMind Beta - Google Chrome","7/22/2013 12:35:07 PM","7/22/2013 12:35:13 PM","0:00:06","Google Chrome"
"MATLAB R2013a","7/22/2013 12:35:13 PM","7/22/2013 12:35:30 PM","0:00:17","MATLAB"
"Days of Recording","7/22/2013 12:35:30 PM","7/22/2013 12:35:35 PM","0:00:05","Microsoft® Windows® Operating System"
"Neurophysiology","7/22/2013 12:35:35 PM","7/22/2013 12:35:43 PM","0:00:08","Microsoft® Windows® Operating System"
"MATLAB R2013a","7/22/2013 12:35:43 PM","7/22/2013 12:36:02 PM","0:00:19","MATLAB"
"Analyzing Your Data on the AWS Cloud (with R) | (R news & tutorials) - Google Chrome","7/22/2013 12:36:02 PM","7/22/2013 12:36:24 PM","0:00:22","Google Chrome"
"R-bloggers | R news & tutorials from the web - Google Chrome","7/22/2013 12:36:24 PM","7/22/2013 12:36:56 PM","0:00:32","Google Chrome"
"MATLAB R2013a","7/22/2013 12:36:56 PM","7/22/2013 12:37:02 PM","0:00:06","MATLAB"
"My first Bioconductor conference (2013) | (R news & tutorials) - Google Chrome","7/22/2013 12:37:02 PM","7/22/2013 12:37:19 PM","0:00:17","Google Chrome"
"Abridged summary of ggplot2@googlegroups.com - 2 Messages in 1 Topic - john.arthur.thompson@gmail.com - Gmail - Google Chrome","7/22/2013 12:37:19 PM","7/22/2013 12:37:39 PM","0:00:20","Google Chrome"
"MATLAB R2013a","7/22/2013 12:37:39 PM","7/22/2013 12:37:45 PM","0:00:06","MATLAB"
"My first Bioconductor conference (2013) | (R news & tutorials) - Google Chrome","7/22/2013 12:37:45 PM","7/22/2013 12:38:42 PM","0:00:57","Google Chrome"
"MATLAB R2013a","7/22/2013 12:38:42 PM","7/22/2013 12:38:50 PM","0:00:08","MATLAB"
"Read Excel files from R | (R news & tutorials) - Google Chrome","7/22/2013 12:38:50 PM","7/22/2013 12:39:40 PM","0:00:50","Google Chrome"
"Figure 1","7/22/2013 12:39:40 PM","7/22/2013 12:39:49 PM","0:00:09","MATLAB"
"MATLAB R2013a","7/22/2013 12:39:49 PM","7/22/2013 12:39:58 PM","0:00:09","MATLAB"
"Jennifer Stratford says... - Google Chrome","7/22/2013 12:39:58 PM","7/22/2013 12:40:04 PM","0:00:06","Google Chrome"
"Abridged summary of ggplot2@googlegroups.com - 2 Messages in 1 Topic - john.arthur.thompson@gmail.com - Gmail - Google Chrome","7/22/2013 12:40:04 PM","7/22/2013 12:40:19 PM","0:00:15","Google Chrome"
"Read Excel files from R | (R news & tutorials) - Google Chrome","7/22/2013 12:40:19 PM","7/22/2013 12:40:24 PM","0:00:05","Google Chrome"
"MATLAB R2013a","7/22/2013 12:40:24 PM","7/22/2013 12:40:31 PM","0:00:07","MATLAB"
"Read Excel files from R | (R news & tutorials) - Google Chrome","7/22/2013 12:40:31 PM","7/22/2013 12:42:00 PM","0:01:29","Google Chrome"
"Quickly read Excel (xlsx) worksheets into R on any platform | Houses of Stones - Google Chrome","7/22/2013 12:42:00 PM","7/22/2013 12:42:05 PM","0:00:05","Google Chrome"
"Quickly read Excel (xlsx) worksheets into R on any platform | Houses of Stones - Google Chrome","7/22/2013 12:42:05 PM","7/22/2013 12:42:10 PM","0:00:05","Google Chrome"
"Read Excel files from R | (R news & tutorials) - Google Chrome","7/22/2013 12:42:10 PM","7/22/2013 12:42:15 PM","0:00:05","Google Chrome"
"DataMind Beta - Google Chrome","7/22/2013 12:42:15 PM","7/22/2013 12:42:58 PM","0:00:43","Google Chrome"
"DataMind Beta - Google Chrome","7/22/2013 12:42:58 PM","7/22/2013 12:43:24 PM","0:00:26","Google Chrome"
"DataMind Beta - Google Chrome","7/22/2013 12:43:24 PM","7/22/2013 12:43:59 PM","0:00:35","Google Chrome"
"DataMind Beta - Google Chrome","7/22/2013 12:43:59 PM","7/22/2013 12:44:05 PM","0:00:06","Google Chrome"
"MATLAB R2013a","7/22/2013 12:44:05 PM","7/22/2013 12:44:11 PM","0:00:06","MATLAB"
"DataMind Beta - Google Chrome","7/22/2013 12:44:11 PM","7/22/2013 12:45:07 PM","0:00:56","Google Chrome"
"DataMind Beta - Google Chrome","7/22/2013 12:45:07 PM","7/22/2013 12:45:53 PM","0:00:46","Google Chrome"
"DataMind Beta - Google Chrome","7/22/2013 12:45:53 PM","7/22/2013 12:47:12 PM","0:01:19","Google Chrome"
"DataMind Beta - Google Chrome","7/22/2013 12:47:12 PM","7/22/2013 12:47:27 PM","0:00:15","Google Chrome"
"DataMind Beta - Google Chrome","7/22/2013 12:47:27 PM","7/22/2013 12:47:33 PM","0:00:06","Google Chrome"
"MATLAB R2013a","7/22/2013 12:47:33 PM","7/22/2013 12:47:50 PM","0:00:17","MATLAB"
"DataMind Beta - Google Chrome","7/22/2013 12:47:50 PM","7/22/2013 12:48:26 PM","0:00:36","Google Chrome"
"DataMind Beta - Google Chrome","7/22/2013 12:48:26 PM","7/22/2013 12:48:32 PM","0:00:06","Google Chrome"
"MATLAB R2013a","7/22/2013 12:48:32 PM","7/22/2013 12:48:44 PM","0:00:12","MATLAB"
"DataMind Beta - Google Chrome","7/22/2013 12:48:44 PM","7/22/2013 12:48:51 PM","0:00:07","Google Chrome"
"Jennifer Stratford - My Outlook Data File(1) - Outlook","7/22/2013 12:48:51 PM","7/22/2013 12:48:59 PM","0:00:08","Microsoft Outlook"
"DataMind Beta - Google Chrome","7/22/2013 12:48:59 PM","7/22/2013 12:49:33 PM","0:00:34","Google Chrome"
"Figure 1","7/22/2013 12:49:33 PM","7/22/2013 12:49:39 PM","0:00:06","MATLAB"
"MATLAB R2013a","7/22/2013 12:49:39 PM","7/22/2013 12:49:58 PM","0:00:19","MATLAB"
"Figure 1","7/22/2013 12:49:58 PM","7/22/2013 12:51:10 PM","0:01:12","MATLAB"
"MATLAB R2013a","7/22/2013 12:51:10 PM","7/22/2013 12:51:15 PM","0:00:05","MATLAB"
"Figure 1","7/22/2013 12:51:15 PM","7/22/2013 12:51:46 PM","0:00:31","MATLAB"
"Jennifer Stratford - My Outlook Data File(1) - Outlook","7/22/2013 1:21:41 PM","7/22/2013 1:21:48 PM","0:00:07","Microsoft Outlook"
"Tom Finger - My Outlook Data File(1) - Outlook","7/22/2013 1:21:48 PM","7/22/2013 1:22:01 PM","0:00:13","Microsoft Outlook"
"Inbox - JOHN.A.THOMPSON@UCDENVER.EDU - Outlook","7/22/2013 1:22:01 PM","7/22/2013 1:22:13 PM","0:00:12","Microsoft Outlook"
"Microsoft® Windows® Operating System","7/22/2013 1:22:13 PM","7/22/2013 1:22:18 PM","0:00:05","Microsoft® Windows® Operating System"
"MATLAB R2013a","7/22/2013 1:22:18 PM","7/22/2013 1:22:40 PM","0:00:22","MATLAB"
"Figure 1","7/22/2013 1:22:40 PM","7/22/2013 1:23:19 PM","0:00:39","MATLAB"
"MATLAB R2013a","7/22/2013 1:23:19 PM","7/22/2013 1:23:58 PM","0:00:39","MATLAB"
"Figure 1","7/22/2013 1:23:58 PM","7/22/2013 1:24:09 PM","0:00:11","MATLAB"
"MATLAB R2013a","7/22/2013 1:24:09 PM","7/22/2013 1:24:17 PM","0:00:08","MATLAB"
"Figure 1","7/22/2013 1:24:17 PM","7/22/2013 1:24:22 PM","0:00:05","MATLAB"
"MATLAB R2013a","7/22/2013 1:24:22 PM","7/22/2013 1:24:29 PM","0:00:07","MATLAB"
"Figure 1","7/22/2013 1:24:29 PM","7/22/2013 1:24:37 PM","0:00:08","MATLAB"
"Neurophysiology","7/22/2013 1:24:37 PM","7/22/2013 1:24:42 PM","0:00:05","Microsoft® Windows® Operating System"
"DataMind Beta - Google Chrome","7/22/2013 1:24:42 PM","7/22/2013 1:25:46 PM","0:01:04","Google Chrome"
"MATLAB R2013a","7/22/2013 1:25:46 PM","7/22/2013 1:26:00 PM","0:00:14","MATLAB"
"DataMind Beta - Google Chrome","7/22/2013 1:26:00 PM","7/22/2013 1:27:21 PM","0:01:21","Google Chrome"
"DataMind Beta - Google Chrome","7/22/2013 1:27:21 PM","7/22/2013 1:27:37 PM","0:00:16","Google Chrome"
"Figure 1","7/22/2013 1:27:37 PM","7/22/2013 1:27:42 PM","0:00:05","MATLAB"
"MATLAB R2013a","7/22/2013 1:27:42 PM","7/22/2013 1:27:48 PM","0:00:06","MATLAB"
"DataMind Beta - Google Chrome","7/22/2013 1:27:48 PM","7/22/2013 1:28:16 PM","0:00:28","Google Chrome"
"MATLAB R2013a","7/22/2013 1:28:16 PM","7/22/2013 1:28:21 PM","0:00:05","MATLAB"
"DataMind Beta - Google Chrome","7/22/2013 1:28:21 PM","7/22/2013 1:28:36 PM","0:00:15","Google Chrome"
"DataMind Beta - Google Chrome","7/22/2013 1:28:36 PM","7/22/2013 1:29:29 PM","0:00:53","Google Chrome"
"Figure 1","7/22/2013 1:29:29 PM","7/22/2013 1:29:35 PM","0:00:06","MATLAB"
"DataMind Beta - Google Chrome","7/22/2013 1:29:35 PM","7/22/2013 1:29:59 PM","0:00:24","Google Chrome"
"Figure 1","7/22/2013 1:29:59 PM","7/22/2013 1:30:43 PM","0:00:44","MATLAB"
"MATLAB R2013a","7/22/2013 1:30:43 PM","7/22/2013 1:30:54 PM","0:00:11","MATLAB"
"DataMind Beta - Google Chrome","7/22/2013 1:30:54 PM","7/22/2013 1:31:40 PM","0:00:46","Google Chrome"
"MATLAB R2013a","7/22/2013 1:31:40 PM","7/22/2013 1:31:58 PM","0:00:18","MATLAB"
"Sleigh Bells - Treats - My Library - Google Play - Google Chrome","7/22/2013 1:31:58 PM","7/22/2013 1:32:07 PM","0:00:09","Google Chrome"
"Bastille - My Library - Google Play - Google Chrome","7/22/2013 1:32:07 PM","7/22/2013 1:32:14 PM","0:00:07","Google Chrome"
"Bastille - Haunt EP - My Library - Google Play - Google Chrome","7/22/2013 1:32:14 PM","7/22/2013 1:32:20 PM","0:00:06","Google Chrome"
"DataMind Beta - Google Chrome","7/22/2013 1:32:20 PM","7/22/2013 1:33:01 PM","0:00:41","Google Chrome"
"Figure 1","7/22/2013 1:33:01 PM","7/22/2013 1:33:24 PM","0:00:23","MATLAB"
"Abridged summary of ggplot2@googlegroups.com - 2 Messages in 1 Topic - john.arthur.thompson@gmail.com - Gmail - Google Chrome","7/22/2013 1:33:24 PM","7/22/2013 1:33:44 PM","0:00:20","Google Chrome"
"fitbit warranty - Google Search - Google Chrome","7/22/2013 1:33:44 PM","7/22/2013 1:33:51 PM","0:00:07","Google Chrome"
"Fitbit Return Policy and Warranty - Google Chrome","7/22/2013 1:33:51 PM","7/22/2013 1:34:02 PM","0:00:11","Google Chrome"
"Abridged summary of ggplot2@googlegroups.com - 2 Messages in 1 Topic - john.arthur.thompson@gmail.com - Gmail - Google Chrome","7/22/2013 1:34:02 PM","7/22/2013 1:34:29 PM","0:00:27","Google Chrome"
"MATLAB R2013a","7/22/2013 1:34:29 PM","7/22/2013 1:34:42 PM","0:00:13","MATLAB"
"Figure 1","7/22/2013 1:34:42 PM","7/22/2013 1:34:57 PM","0:00:15","MATLAB"
"DataMind Beta - Google Chrome","7/22/2013 1:34:57 PM","7/22/2013 1:35:53 PM","0:00:56","Google Chrome"
"Figure 1","7/22/2013 1:35:53 PM","7/22/2013 1:36:06 PM","0:00:13","MATLAB"
"MATLAB R2013a","7/22/2013 1:36:06 PM","7/22/2013 1:36:12 PM","0:00:06","MATLAB"
"DataMind Beta - Google Chrome","7/22/2013 1:36:12 PM","7/22/2013 1:37:03 PM","0:00:51","Google Chrome"
"Figure 1","7/22/2013 1:37:03 PM","7/22/2013 1:37:16 PM","0:00:13","MATLAB"
"DataMind Beta - Google Chrome","7/22/2013 1:37:16 PM","7/22/2013 1:37:21 PM","0:00:05","Google Chrome"
"Jennifer Stratford says... - Google Chrome","7/22/2013 1:37:21 PM","7/22/2013 1:37:26 PM","0:00:05","Google Chrome"
"Abridged summary of ggplot2@googlegroups.com - 2 Messages in 1 Topic - john.arthur.thompson@gmail.com - Gmail - Google Chrome","7/22/2013 1:37:26 PM","7/22/2013 1:38:07 PM","0:00:41","Google Chrome"
"MATLAB R2013a","7/22/2013 1:38:07 PM","7/22/2013 1:38:15 PM","0:00:08","MATLAB"
"DataMind Beta - Google Chrome","7/22/2013 1:38:15 PM","7/22/2013 1:39:31 PM","0:01:16","Google Chrome"
"MATLAB R2013a","7/22/2013 1:39:31 PM","7/22/2013 1:39:55 PM","0:00:24","MATLAB"
"Figure 1","7/22/2013 1:39:55 PM","7/22/2013 1:40:16 PM","0:00:21","MATLAB"
"MATLAB R2013a","7/22/2013 1:40:16 PM","7/22/2013 1:40:46 PM","0:00:30","MATLAB"
"Figure 1","7/22/2013 1:40:46 PM","7/22/2013 1:40:51 PM","0:00:05","MATLAB"
"DataMind Beta - Google Chrome","7/22/2013 1:40:51 PM","7/22/2013 1:41:28 PM","0:00:37","Google Chrome"
"Figure 1","7/22/2013 1:41:28 PM","7/22/2013 1:41:52 PM","0:00:24","MATLAB"
"DataMind Beta - Google Chrome","7/22/2013 1:41:52 PM","7/22/2013 1:42:09 PM","0:00:17","Google Chrome"
"MATLAB R2013a","7/22/2013 1:42:09 PM","7/22/2013 1:42:14 PM","0:00:05","MATLAB"
"Figure 1","7/22/2013 1:42:14 PM","7/22/2013 1:42:23 PM","0:00:09","MATLAB"
"MATLAB R2013a","7/22/2013 1:42:23 PM","7/22/2013 1:42:28 PM","0:00:05","MATLAB"
"Figure 1","7/22/2013 1:42:28 PM","7/22/2013 1:42:38 PM","0:00:10","MATLAB"
"DataMind Beta - Google Chrome","7/22/2013 1:42:38 PM","7/22/2013 1:42:54 PM","0:00:16","Google Chrome"
"MATLAB R2013a","7/22/2013 1:42:54 PM","7/22/2013 1:43:19 PM","0:00:25","MATLAB"
"DataMind Beta - Google Chrome","7/22/2013 1:43:19 PM","7/22/2013 1:43:25 PM","0:00:06","Google Chrome"
"Bayes Ball: Fair weather fans? (An R scatter plot matrix) - Google Chrome","7/22/2013 1:43:25 PM","7/22/2013 1:43:32 PM","0:00:07","Google Chrome"
"Eppendorf NA - Google Chrome","7/22/2013 1:43:32 PM","7/22/2013 1:43:40 PM","0:00:08","Google Chrome"
"Edit Bookmark","7/22/2013 1:43:40 PM","7/22/2013 1:44:03 PM","0:00:23","Google Chrome"
"The tragedy of the reviewer commons - Hochberg - 2008 - Ecology Letters - Wiley Online Library - Google Chrome","7/22/2013 1:44:03 PM","7/22/2013 1:44:08 PM","0:00:05","Google Chrome"
"Abridged summary of ggplot2@googlegroups.com - 2 Messages in 1 Topic - john.arthur.thompson@gmail.com - Gmail - Google Chrome","7/22/2013 1:44:08 PM","7/22/2013 1:44:18 PM","0:00:10","Google Chrome"
"DataMind Beta - Google Chrome","7/22/2013 1:44:18 PM","7/22/2013 1:44:26 PM","0:00:08","Google Chrome"
"Inbox - JOHN.A.THOMPSON@UCDENVER.EDU - Outlook","7/22/2013 2:31:56 PM","7/22/2013 2:32:02 PM","0:00:06","Microsoft Outlook"
"Jennifer Stratford - My Outlook Data File(1) - Outlook","7/22/2013 2:32:02 PM","7/22/2013 2:32:11 PM","0:00:09","Microsoft Outlook"
"Progress","7/22/2013 2:57:50 PM","7/22/2013 2:57:57 PM","0:00:07","MATLAB"
"Jennifer Stratford - My Outlook Data File(1) - Outlook","7/22/2013 2:57:57 PM","7/22/2013 2:58:05 PM","0:00:08","Microsoft Outlook"
"Abridged summary of ggplot2@googlegroups.com - 2 Messages in 1 Topic - john.arthur.thompson@gmail.com - Gmail - Google Chrome","7/22/2013 2:58:05 PM","7/22/2013 2:58:11 PM","0:00:06","Google Chrome"
"Inbox - john.arthur.thompson@gmail.com - Gmail - Google Chrome","7/22/2013 2:58:11 PM","7/22/2013 2:58:18 PM","0:00:07","Google Chrome"
"Summer of R - john.arthur.thompson@gmail.com - Gmail - Google Chrome","7/22/2013 2:58:18 PM","7/22/2013 2:58:31 PM","0:00:13","Google Chrome"
"DataMind Beta - Google Chrome","7/22/2013 2:58:31 PM","7/22/2013 2:58:40 PM","0:00:09","Google Chrome"
"MATLAB R2013a","7/22/2013 2:58:40 PM","7/22/2013 2:58:46 PM","0:00:06","MATLAB"
"Engram (G:)","7/22/2013 2:58:46 PM","7/22/2013 2:58:53 PM","0:00:07","Microsoft® Windows® Operating System"
"Neurophysiology","7/22/2013 2:58:53 PM","7/22/2013 2:59:02 PM","0:00:09","Microsoft® Windows® Operating System"
"MATLAB R2013a","7/22/2013 2:59:02 PM","7/22/2013 2:59:12 PM","0:00:10","MATLAB"
"DataMind Beta - Google Chrome","7/22/2013 2:59:12 PM","7/22/2013 2:59:36 PM","0:00:24","Google Chrome"
"Bastille - Haunt EP - My Library - Google Play - Google Chrome","7/22/2013 2:59:36 PM","7/22/2013 2:59:41 PM","0:00:05","Google Chrome"
"DataMind Beta - Google Chrome","7/22/2013 2:59:41 PM","7/22/2013 3:00:21 PM","0:00:40","Google Chrome"
"ManicTime - TRIAL","7/22/2013 3:00:21 PM","7/22/2013 3:00:32 PM","0:00:11","ManicTime"
"DataMind Beta - Google Chrome","7/22/2013 3:00:32 PM","7/22/2013 3:01:44 PM","0:01:12","Google Chrome"
"Jennifer Stratford - My Outlook Data File(1) - Outlook","7/22/2013 3:01:44 PM","7/22/2013 3:09:19 PM","0:07:35","Microsoft Outlook"
"Progress","7/22/2013 3:09:19 PM","7/22/2013 3:12:41 PM","0:03:22","MATLAB"
"Inbox - JOHN.A.THOMPSON@UCDENVER.EDU - Outlook","7/22/2013 3:12:41 PM","7/22/2013 3:12:55 PM","0:00:14","Microsoft Outlook"
"Inbox - JOHN.A.THOMPSON@UCDENVER.EDU - Outlook","7/22/2013 3:24:27 PM","7/22/2013 3:30:04 PM","0:05:37","Microsoft Outlook"
"Inbox - john.arthur.thompson@gmail.com - Gmail - Google Chrome","7/22/2013 3:30:04 PM","7/22/2013 3:30:10 PM","0:00:06","Google Chrome"
"Bastille - Haunt EP - My Library - Google Play - Google Chrome","7/22/2013 3:30:10 PM","7/22/2013 3:30:15 PM","0:00:05","Google Chrome"
"Inbox - JOHN.A.THOMPSON@UCDENVER.EDU - Outlook","7/22/2013 3:30:15 PM","7/22/2013 3:31:43 PM","0:01:28","Microsoft Outlook"
"MATLAB R2013a","7/22/2013 3:31:43 PM","7/22/2013 3:32:13 PM","0:00:30","MATLAB"
"Editor","7/22/2013 3:32:13 PM","7/22/2013 3:32:26 PM","0:00:13","MATLAB"
"MATLAB R2013a","7/22/2013 3:32:26 PM","7/22/2013 3:32:31 PM","0:00:05","MATLAB"
"Editor","7/22/2013 3:32:31 PM","7/22/2013 3:33:10 PM","0:00:39","MATLAB"
"Delete File","7/22/2013 3:33:10 PM","7/22/2013 3:33:15 PM","0:00:05","MATLAB"
"MATLAB R2013a","7/22/2013 3:33:15 PM","7/22/2013 3:33:35 PM","0:00:20","MATLAB"
"Progress","7/22/2013 3:33:35 PM","7/22/2013 3:33:53 PM","0:00:18","MATLAB"
"MATLAB R2013a","7/22/2013 3:33:53 PM","7/22/2013 3:34:05 PM","0:00:12","MATLAB"
"Progress","7/22/2013 3:34:05 PM","7/22/2013 3:34:12 PM","0:00:07","MATLAB"
"MATLAB R2013a","7/22/2013 3:34:12 PM","7/22/2013 3:34:18 PM","0:00:06","MATLAB"
"Progress","7/22/2013 3:34:18 PM","7/22/2013 3:34:28 PM","0:00:10","MATLAB"
"Editor","7/22/2013 3:34:28 PM","7/22/2013 3:35:12 PM","0:00:44","MATLAB"
"Inbox - JOHN.A.THOMPSON@UCDENVER.EDU - Outlook","7/22/2013 3:35:12 PM","7/22/2013 3:35:33 PM","0:00:21","Microsoft Outlook"
"Editor","7/22/2013 3:35:33 PM","7/22/2013 3:36:08 PM","0:00:35","MATLAB"
"Bastille - Haunt EP - My Library - Google Play - Google Chrome","7/22/2013 3:36:08 PM","7/22/2013 3:36:17 PM","0:00:09","Google Chrome"
"Pompeii - Bastille - My Library - Google Play - Google Chrome","7/22/2013 3:36:17 PM","7/22/2013 3:36:28 PM","0:00:11","Google Chrome"
"MATLAB R2013a","7/22/2013 3:36:28 PM","7/22/2013 3:36:35 PM","0:00:07","MATLAB"
"Progress","7/22/2013 3:36:35 PM","7/22/2013 3:37:09 PM","0:00:34","MATLAB"
"TrainingGUI","7/22/2013 3:37:09 PM","7/22/2013 3:37:34 PM","0:00:25","MATLAB"
"MATLAB R2013a","7/22/2013 3:37:34 PM","7/22/2013 3:37:46 PM","0:00:12","MATLAB"
"Editor","7/22/2013 3:37:46 PM","7/22/2013 3:39:26 PM","0:01:40","MATLAB"
"buttonTest","7/22/2013 3:39:26 PM","7/22/2013 3:39:43 PM","0:00:17","MATLAB"
"Progress","7/22/2013 3:39:43 PM","7/22/2013 3:40:59 PM","0:01:16","MATLAB"
"Overjoyed - Bastille - My Library - Google Play - Google Chrome","7/22/2013 3:40:59 PM","7/22/2013 3:41:09 PM","0:00:10","Google Chrome"
"Avian - Mac Miller - My Library - Google Play - Google Chrome","7/22/2013 3:41:09 PM","7/22/2013 3:41:17 PM","0:00:08","Google Chrome"
"buttonTest","7/22/2013 3:41:17 PM","7/22/2013 3:42:29 PM","0:01:12","MATLAB"
"MATLAB R2013a","7/22/2013 3:42:29 PM","7/22/2013 3:43:06 PM","0:00:37","MATLAB"
"Avian - Mac Miller - My Library - Google Play - Google Chrome","7/22/2013 3:43:06 PM","7/22/2013 3:43:11 PM","0:00:05","Google Chrome"
"Inbox - john.arthur.thompson@gmail.com - Gmail - Google Chrome","7/22/2013 3:43:11 PM","7/22/2013 3:43:16 PM","0:00:05","Google Chrome"
"Untitled - Google Chrome","7/22/2013 3:43:16 PM","7/22/2013 3:43:21 PM","0:00:05","Google Chrome"
"MATLAB R2013a","7/22/2013 3:43:21 PM","7/22/2013 3:43:26 PM","0:00:05","MATLAB"
"AnalysisPhase_GUI","7/22/2013 3:43:26 PM","7/22/2013 3:43:36 PM","0:00:10","MATLAB"
"Tetrode Information - Google Chrome","7/22/2013 3:43:36 PM","7/22/2013 3:46:10 PM","0:02:34","Google Chrome"
"MATLAB R2013a","7/22/2013 3:46:10 PM","7/22/2013 3:46:15 PM","0:00:05","MATLAB"
"AnalysisPhase_GUI","7/22/2013 3:46:15 PM","7/22/2013 3:46:31 PM","0:00:16","MATLAB"
